WLnm, Rdata
1.505502e+03, 6.752447e-01
1.506102e+03, 6.734515e-01
1.506702e+03, 6.716456e-01
1.507302e+03, 6.698271e-01
1.507903e+03, 6.679959e-01
1.508503e+03, 6.661519e-01
1.509103e+03, 6.642952e-01
1.509703e+03, 6.624256e-01
1.510303e+03, 6.605431e-01
1.510904e+03, 6.586477e-01
1.511504e+03, 6.567393e-01
1.512104e+03, 6.548179e-01
1.512704e+03, 6.528835e-01
1.513304e+03, 6.509360e-01
1.513905e+03, 6.489754e-01
1.514505e+03, 6.470016e-01
1.515105e+03, 6.450147e-01
1.515705e+03, 6.430145e-01
1.516305e+03, 6.410011e-01
1.516906e+03, 6.389744e-01
1.517506e+03, 6.369344e-01
1.518106e+03, 6.348811e-01
1.518706e+03, 6.328144e-01
1.519306e+03, 6.307343e-01
1.519907e+03, 6.286408e-01
1.520507e+03, 6.265338e-01
1.521107e+03, 6.244135e-01
1.521707e+03, 6.222796e-01
1.522307e+03, 6.201322e-01
1.522908e+03, 6.179713e-01
1.523508e+03, 6.157969e-01
1.524108e+03, 6.136090e-01
1.524708e+03, 6.114075e-01
1.525308e+03, 6.091925e-01
1.525909e+03, 6.069639e-01
1.526509e+03, 6.047217e-01
1.527109e+03, 6.024659e-01
1.527709e+03, 6.001966e-01
1.528309e+03, 5.979136e-01
1.528910e+03, 5.956171e-01
1.529510e+03, 5.933070e-01
1.530110e+03, 5.909834e-01
1.530710e+03, 5.886461e-01
1.531310e+03, 5.862954e-01
1.531911e+03, 5.839310e-01
1.532511e+03, 5.815532e-01
1.533111e+03, 5.791618e-01
1.533711e+03, 5.767569e-01
1.534311e+03, 5.743386e-01
1.534912e+03, 5.719068e-01
1.535512e+03, 5.694616e-01
1.536112e+03, 5.670030e-01
1.536712e+03, 5.645310e-01
1.537312e+03, 5.620456e-01
1.537913e+03, 5.595470e-01
1.538513e+03, 5.570351e-01
1.539113e+03, 5.545100e-01
1.539713e+03, 5.519717e-01
1.540313e+03, 5.494203e-01
1.540914e+03, 5.468558e-01
1.541514e+03, 5.442782e-01
1.542114e+03, 5.416877e-01
1.542714e+03, 5.390843e-01
1.543314e+03, 5.364680e-01
1.543915e+03, 5.338389e-01
1.544515e+03, 5.311971e-01
1.545115e+03, 5.285426e-01
1.545715e+03, 5.258755e-01
1.546315e+03, 5.231959e-01
1.546916e+03, 5.205039e-01
1.547516e+03, 5.177995e-01
1.548116e+03, 5.150828e-01
1.548716e+03, 5.123540e-01
1.549316e+03, 5.096131e-01
1.549917e+03, 5.068602e-01
1.550517e+03, 5.040953e-01
1.551117e+03, 5.013187e-01
1.551717e+03, 4.985304e-01
1.552317e+03, 4.957306e-01
1.552918e+03, 4.929192e-01
1.553518e+03, 4.900965e-01
1.554118e+03, 4.872626e-01
1.554718e+03, 4.844175e-01
1.555318e+03, 4.815615e-01
1.555919e+03, 4.786946e-01
1.556519e+03, 4.758170e-01
1.557119e+03, 4.729288e-01
1.557719e+03, 4.700301e-01
1.558319e+03, 4.671212e-01
1.558920e+03, 4.642021e-01
1.559520e+03, 4.612730e-01
1.560120e+03, 4.583340e-01
1.560720e+03, 4.553854e-01
1.561320e+03, 4.524272e-01
1.561921e+03, 4.494597e-01
1.562521e+03, 4.464829e-01
1.563121e+03, 4.434972e-01
1.563721e+03, 4.405026e-01
1.564321e+03, 4.374994e-01
1.564922e+03, 4.344877e-01
1.565522e+03, 4.314677e-01
1.566122e+03, 4.284397e-01
1.566722e+03, 4.254037e-01
1.567322e+03, 4.223601e-01
1.567923e+03, 4.193089e-01
1.568523e+03, 4.162505e-01
1.569123e+03, 4.131850e-01
1.569723e+03, 4.101127e-01
1.570323e+03, 4.070337e-01
1.570924e+03, 4.039483e-01
1.571524e+03, 4.008568e-01
1.572124e+03, 3.977593e-01
1.572724e+03, 3.946560e-01
1.573324e+03, 3.915473e-01
1.573925e+03, 3.884334e-01
1.574525e+03, 3.853144e-01
1.575125e+03, 3.821907e-01
1.575725e+03, 3.790625e-01
1.576325e+03, 3.759300e-01
1.576926e+03, 3.727936e-01
1.577526e+03, 3.696534e-01
1.578126e+03, 3.665098e-01
1.578726e+03, 3.633630e-01
1.579326e+03, 3.602133e-01
1.579927e+03, 3.570609e-01
1.580527e+03, 3.539061e-01
1.581127e+03, 3.507493e-01
1.581727e+03, 3.475906e-01
1.582327e+03, 3.444304e-01
1.582928e+03, 3.412690e-01
1.583528e+03, 3.381066e-01
1.584128e+03, 3.349436e-01
1.584728e+03, 3.317802e-01
1.585328e+03, 3.286168e-01
1.585929e+03, 3.254537e-01
1.586529e+03, 3.222910e-01
1.587129e+03, 3.191293e-01
1.587729e+03, 3.159687e-01
1.588329e+03, 3.128095e-01
1.588930e+03, 3.096522e-01
1.589530e+03, 3.064970e-01
1.590130e+03, 3.033441e-01
1.590730e+03, 3.001940e-01
1.591330e+03, 2.970470e-01
1.591931e+03, 2.939034e-01
1.592531e+03, 2.907634e-01
1.593131e+03, 2.876275e-01
1.593731e+03, 2.844959e-01
1.594331e+03, 2.813689e-01
1.594932e+03, 2.782470e-01
1.595532e+03, 2.751304e-01
1.596132e+03, 2.720195e-01
1.596732e+03, 2.689145e-01
1.597332e+03, 2.658158e-01
1.597933e+03, 2.627238e-01
1.598533e+03, 2.596388e-01
1.599133e+03, 2.565610e-01
1.599733e+03, 2.534909e-01
1.600333e+03, 2.504288e-01
1.600934e+03, 2.473749e-01
1.601534e+03, 2.443297e-01
1.602134e+03, 2.412934e-01
1.602734e+03, 2.382664e-01
1.603334e+03, 2.352490e-01
1.603935e+03, 2.322416e-01
1.604535e+03, 2.292444e-01
1.605135e+03, 2.262577e-01
1.605735e+03, 2.232820e-01
1.606335e+03, 2.203176e-01
1.606936e+03, 2.173646e-01
1.607536e+03, 2.144236e-01
1.608136e+03, 2.114947e-01
1.608736e+03, 2.085784e-01
1.609336e+03, 2.056748e-01
1.609937e+03, 2.027844e-01
1.610537e+03, 1.999075e-01
1.611137e+03, 1.970442e-01
1.611737e+03, 1.941951e-01
1.612337e+03, 1.913603e-01
1.612938e+03, 1.885401e-01
1.613538e+03, 1.857349e-01
1.614138e+03, 1.829449e-01
1.614738e+03, 1.801704e-01
1.615338e+03, 1.774118e-01
1.615939e+03, 1.746693e-01
1.616539e+03, 1.719431e-01
1.617139e+03, 1.692336e-01
1.617739e+03, 1.665411e-01
1.618339e+03, 1.638657e-01
1.618940e+03, 1.612078e-01
1.619540e+03, 1.585676e-01
1.620140e+03, 1.559454e-01
1.620740e+03, 1.533414e-01
1.621340e+03, 1.507560e-01
1.621941e+03, 1.481892e-01
1.622541e+03, 1.456414e-01
1.623141e+03, 1.431128e-01
1.623741e+03, 1.406037e-01
1.624341e+03, 1.381142e-01
1.624942e+03, 1.356445e-01
1.625542e+03, 1.331950e-01
1.626142e+03, 1.307657e-01
1.626742e+03, 1.283570e-01
1.627342e+03, 1.259690e-01
1.627943e+03, 1.236019e-01
1.628543e+03, 1.212558e-01
1.629143e+03, 1.189311e-01
1.629743e+03, 1.166278e-01
1.630343e+03, 1.143461e-01
1.630944e+03, 1.120862e-01
1.631544e+03, 1.098483e-01
1.632144e+03, 1.076325e-01
1.632744e+03, 1.054389e-01
1.633344e+03, 1.032678e-01
1.633945e+03, 1.011192e-01
1.634545e+03, 9.899333e-02
1.635145e+03, 9.689024e-02
1.635745e+03, 9.481008e-02
1.636345e+03, 9.275297e-02
1.636946e+03, 9.071902e-02
1.637546e+03, 8.870834e-02
1.638146e+03, 8.672101e-02
1.638746e+03, 8.475714e-02
1.639346e+03, 8.281681e-02
1.639947e+03, 8.090011e-02
1.640547e+03, 7.900709e-02
1.641147e+03, 7.713785e-02
1.641747e+03, 7.529243e-02
1.642347e+03, 7.347089e-02
1.642948e+03, 7.167329e-02
1.643548e+03, 6.989967e-02
1.644148e+03, 6.815007e-02
1.644748e+03, 6.642453e-02
1.645348e+03, 6.472307e-02
1.645949e+03, 6.304571e-02
1.646549e+03, 6.139246e-02
1.647149e+03, 5.976335e-02
1.647749e+03, 5.815838e-02
1.648349e+03, 5.657754e-02
1.648950e+03, 5.502082e-02
1.649550e+03, 5.348823e-02
1.650150e+03, 5.197973e-02
1.650750e+03, 5.049530e-02
1.651350e+03, 4.903493e-02
1.651951e+03, 4.759857e-02
1.652551e+03, 4.618618e-02
1.653151e+03, 4.479773e-02
1.653751e+03, 4.343316e-02
1.654351e+03, 4.209241e-02
1.654952e+03, 4.077544e-02
1.655552e+03, 3.948217e-02
1.656152e+03, 3.821253e-02
1.656752e+03, 3.696646e-02
1.657352e+03, 3.574387e-02
1.657953e+03, 3.454469e-02
1.658553e+03, 3.336881e-02
1.659153e+03, 3.221616e-02
1.659753e+03, 3.108663e-02
1.660353e+03, 2.998013e-02
1.660954e+03, 2.889654e-02
1.661554e+03, 2.783577e-02
1.662154e+03, 2.679769e-02
1.662754e+03, 2.578218e-02
1.663354e+03, 2.478914e-02
1.663955e+03, 2.381843e-02
1.664555e+03, 2.286992e-02
1.665155e+03, 2.194348e-02
1.665755e+03, 2.103898e-02
1.666355e+03, 2.015628e-02
1.666956e+03, 1.929523e-02
1.667556e+03, 1.845568e-02
1.668156e+03, 1.763750e-02
1.668756e+03, 1.684052e-02
1.669356e+03, 1.606460e-02
1.669957e+03, 1.530956e-02
1.670557e+03, 1.457526e-02
1.671157e+03, 1.386153e-02
1.671757e+03, 1.316820e-02
1.672357e+03, 1.249511e-02
1.672958e+03, 1.184208e-02
1.673558e+03, 1.120893e-02
1.674158e+03, 1.059550e-02
1.674758e+03, 1.000161e-02
1.675358e+03, 9.427073e-03
1.675959e+03, 8.871710e-03
1.676559e+03, 8.335336e-03
1.677159e+03, 7.817766e-03
1.677759e+03, 7.318814e-03
1.678359e+03, 6.838289e-03
1.678960e+03, 6.376002e-03
1.679560e+03, 5.931760e-03
1.680160e+03, 5.505370e-03
1.680760e+03, 5.096637e-03
1.681360e+03, 4.705365e-03
1.681961e+03, 4.331358e-03
1.682561e+03, 3.974417e-03
1.683161e+03, 3.634343e-03
1.683761e+03, 3.310936e-03
1.684361e+03, 3.003996e-03
1.684962e+03, 2.713322e-03
1.685562e+03, 2.438710e-03
1.686162e+03, 2.179958e-03
1.686762e+03, 1.936864e-03
1.687362e+03, 1.709223e-03
1.687963e+03, 1.496832e-03
1.688563e+03, 1.299486e-03
1.689163e+03, 1.116980e-03
1.689763e+03, 9.491104e-04
1.690363e+03, 7.956719e-04
1.690964e+03, 6.564597e-04
1.691564e+03, 5.312691e-04
